Column,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78,Column 79
124.0,NE,PE,2609600.0,OLINDA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência e Atendimento á Mulher (CRM) Márcia Dangremon - Olinda   ,Prefeitura e Secretaria de Desenvolvimento Social e Direitos Humanos,(81)3429-2707 - 08002812008 ,crmolinda@yahoo.com.br,"Rua Maria Ramos, nº 131",Novo,53030-010,Sueli Silva de Araújo,(81) 9221-9525,Plantão 24h.,ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-27T00:00:00Z,2005-08-01T00:00:00Z,2005.0,SIM,1.0,SIM,1.0,SIM,2.0,SIM,4.0,SIM,4.0,SIM,"Outros Profissionais: 1 coordenadora, 
1 auxiliar administrativo e 1 auxiliar serviço gerais.  ",SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,2.0,NÃO,0.0,SIM,1.0,SIM,2.0,SIM,2.0,SIM,"• O ceam recebeu o veículo, porém o mesmo não está sendo utilizado, está parado no pátio da Secretaria por falta de motorista. ",NÃO,NÃO,SIM,SIM,SIM,SIM,"• A casa é alugada, está precisando de reformas, para atender ao publico com mais qualidade.",NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,Sempre que necessário as mulheres são encaminhadas para os serviços de abrigamento.,SIM,SEM ESPECIFICAÇÃO,NÃO,"Na Vara de Violência Doméstica e Familiar da cidade, junto a Defensoria Pública, oferecem o serviço de assistência ao agressor.",LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Danusa Ribeiro Gonçalves
Advogada
",Grazielle Reis,2014-06-03T00:00:00Z,
125.0,NE,PE,2610004.0,PALMARES,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,"Centro de Referência Especializado de 
Atendimento à Mulher- Maria do Carmo- Palmares
",Secretaria Municipal de Políticas Públicas para Mulheres,(81)9935-4858,secmulherpalmares@gmail.com  ,"Rua Gerôncio Borba, nº 183",Modelo COHAB I  ,55540-000,Ivanilda Luiza da Silva ,(81)9911-1068,"de segunda a sexta-feira, das 8h às 17h",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-28T00:00:00Z,2012-02-01T00:00:00Z,2012.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,SIM,"Outros profissionais: 01 -motorista, 
01-auxiliar de limpeza",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,SIM,1.0,SIM,"OBS: Não tem telefone fixo somente 01 aparelho de  celular, tem 02 computadores mas não estão funcionando, por falta de manutenção. Tem impressora  mas não esta funcionando pela falta do computador.",SIM,NÃO,SIM,NÃO,SIM,SIM,Precisa de adaptações na parte de acessibilidade  a pessoas com necessidades especiais.,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,O ceam encaminha sempre que necessário para os serviços de abrigamento.,SIM,SEM ESPECIFICAÇÃO,NÃO,"Ainda não foi preciso realizar encaminhamento de agressores a outros serviços, porque o centro de referência é exclusivo a atendimentos para mulheres.",LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Ivanilda Luiza da Silva
Coordenadora
",Grazielle Reis,2014-06-03T00:00:00Z,
126.0,NE,PE,2610707.0,PAULISTA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência da Mulher (CRM) Aqualtune - Paulista,Secretaria Especial de Políticas para as Mulheres e a Prefeitura Municipal., (81)3433-4447 ,bpinhoalves@hotmail.com  ,"Rua Santa Teresa, nº 384",Centro,53000-000,Edjane Rodrigues Valeriano,(81)8602-6875        (81)9813-2369,"de segunda a sexta-feira, das 7h30min às 17h",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-28T00:00:00Z,2010-04-30T00:00:00Z,2010.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,1.0,SIM,1.0,SIM,Um agente administrativo. ,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,2.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Edjane Rodrigues Valeriano - Coordenadora,Maria Mônica,2014-06-03T00:00:00Z,
127.0,NE,PE,2611101.0,PETROLINA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) - Valdete Cezar - Petrolina,Secretaria Municipal da Mulher e Secretaria Municipal de Cidadania ,(87)3861-4620,cramvaldetecezar@hotmail.com  ,"Avenida Projetada, s/nº",Vila Mocó,56300-000,Maria das Graças Sol Posto,(87)8868-4901,"de segunda a sexta-feira, das 8h às 17h",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-27T00:00:00Z,2010-09-16T00:00:00Z,2010.0,SIM,1.0,SIM,2.0,SIM,1.0,SIM,5.0,SIM,2.0,SIM,"Auxiliar Administrativo - 01
     Motorista – 02
     Auxiliar de Serviços Gerais - 01
",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,15.0,SIM,2.0,SIM,2.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,SIM,Dividem o espaço físco com o CREAS,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,O ceam encaminha sempre que necessário para os serviços de abrigamento.,SIM,SEM ESPECIFICAÇÃO,NÃO,Os agressores são encaminhados para o CREAS.,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Maria das Graças Sol Posto
Coordenadora
",Grazielle Reis,2014-06-03T00:00:00Z,
128.0,NE,PE,2611606.0,RECIFE,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência e Atenção as Mulheres em Situação de Violência Doméstica e Sexista (CRAM) - Clarice Lispector- Recife,Secretaria da Mulher,(81)3355-3010          (81)3355-3008          (81)3355-3009    08002810107                 ,crclaricelispector14@gmail.com,"Rua Bernardo Guimarães, nº 470",Boa Vista,50050-440,Tânia Cristina de Oliveira Tenório,(81)9488-6274 ,"de segunda a sexta-feira, das 7h às 19h",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-26T00:00:00Z,2002-12-18T00:00:00Z,2002.0,SIM,4.0,SIM,5.0,SIM,4.0,SIM,2.0,SIM,4.0,SIM,1 motorista  e 2 serviços de apoio.,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,4.0,SIM,1.0,SIM,5.0,SIM,1.0,SIM,1.0,SIM,Uma televisão e um DVD.,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Tânia Cristina de Oliveira Tenório - coordenadora,Maria Mônica,2014-06-03T00:00:00Z,
129.0,NE,PE,3300233.0,RIBEIRÃO,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) Isabel Oliveira Cravo - Ribeirão,Prefeitura,(81)8500-7435  ,secmulhersheila@hotmail.com  ,"Avenida Mário Domingues, nº 1735",Centro,55520-000,Adriana Patricia de Souza Cavalcante - Coordenadora,(81)8818-0355,"de segunda a sexta-feira, das 8h às 17h. ",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-29T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SIM,"• Menores do sexo feminino (até 18 anos) em situação de violência; Menores do sexo masculino (até 18 anos) em situação de violência: São encaminhados para o CREAS, CRAS, Conselho Tutelar.",NÃO,0.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,"Somente tem 01 celular para contato que pertence a secretaria de politica para as mulheres da cidade , não tem telefone fixo.",SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,O ceam encaminha sempre que necessário para os serviços de abrigamento.,SIM,SEM ESPECIFICAÇÃO,NÃO,Não houve a procura de agressores pelo serviço.,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Adriana Patricia de Souza Cavalcante - Coordenadora,Grazielle Reis,2014-06-03T00:00:00Z,
130.0,NE,PE,2612505.0,SANTA CRUZ DO CAPIBARIBE,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) - Casa Josefa Mendes de Barros - Santa Cruz do Capibaribe,Secretaria de Cidadania e Inclusão Social,(81)3731-1826 ,coordenadoriamulherscc@gmail.com  ,"Avenida José Morais da Silva, nº 230",Centro,55190-000,Clarissa Barbosa Ramos Prudêncio de Carvalho,(81)9709-5776 ,"de segunda a sexta-feira, das 8h às 14h",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-27T00:00:00Z,2010-12-29T00:00:00Z,2010.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,SIM,O espaço é divido com a Coordenadoria da Mulher.,SIM,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Clarissa Barbosa Ramos Prudêncio de Carvalho.
Coordenadora.
",Maria Mônica,2014-06-03T00:00:00Z,
131.0,NE,PE,2613909.0,SERRA TALHADA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher em Situação de Violência (CRAM) Francisquinha Godoy - Serra Talhada,Secretaria Municipal,(87) 9610-5152,cram@serratalhada.pe.gov.br,"Rua José Joaquim de Lima, nº 250",AABB,56912-290,Maria Rosineide da Silva.,(87)9957-7775,"de segunda a sexta-feira, das 8h às 17h. ",ALTERADO - DADOS,SETEMBRO,LÍGIA SILVA,ALTERADO - DADOS,SETEMBRO,2014-09-23T00:00:00Z,2014-07-01T00:00:00Z,2014.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,NÃO,0.0,SIM,3.0,SIM,1.0,SIM,1.0,SIM,"Possuem somente telefone móvel. 

Veiculo é emprestado pela Secretaria de Educação.",SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,SIM,"Foi informado que o serviço de abrigamento fica somente na capital Recife, há aproximadamente 400km, mas sempre que necessário é realizado encaminhamento.",SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Maria Rosineide da Silva -
Coordenadora",Grazielle Reis,2014-09-24T00:00:00Z,
132.0,NE,PI,2211001.0,TERESINA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) Francisca Trindade - Teresina ,Secretaria de Assistência Social e Cidadania do Estado,(86)3225-1607 – Celular: (86)9949-6464,raimundapbmelo@hotmail.com ,"Rua Gabriel Ferreira, nº 155 ",Centro,64009-200 ,"No momento está sem coordenadora e a assistente social Raimunda Pinheiro Bezerra Melo, está sendo a responsável  até que nomeie a nova coordenadora.",(86)9949-6464,"De segunda a sexta-feira, das 7h30min às 13h30min",ALTERADO - DADOS,MAIO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-05-26T00:00:00Z,2007-10-16T00:00:00Z,2007.0,NÃO,0.0,SIM,2.0,SIM,1.0,NÃO,0.0,SIM,3.0,SIM,"01 Secretária, 02 Administrativos, 01 Serviço Geral, 01 estagiário da assistência social.",SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,2.0,SIM,2.0,SIM,1.0,SIM,"Ar condicionado, DVD e televisão.",SIM,SIM,NÃO,SIM,SIM,SIM,"O CEAM compartilha a edificação com o Ministério Público.
Existe espaço para a brinquedoteca, mas falta material (brinquedos, livros, etc.)
",SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Raimunda Pinheiro Bezerra Melo.
Assistente Social.
",Maria Mônica,2014-06-03T00:00:00Z,
133.0,SE,RJ,3300209.0,ARARUAMA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher - Araruama,Secretaria da Terceira Idade e Desenvolvimento Humano,(22)2665-3131 ,cramararuama@hotmail.com ,"Avenida Brasil, nº 480",Parque Hotel,28970-000,Lourdes de Almeida Barreto Belchior,(22)98811-7902 ,"De segunda a sexta-feira, das 9h às 17h",CONFERIDO,SETEMBRO,LÍGIA SILVA,CONFERIDO,SETEMBRO,2014-09-08T00:00:00Z,2010-08-16T00:00:00Z,2010.0,SIM,1.0,SIM,1.0,SIM,2.0,NÃO,0.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,Realiza encaminhamento de agressores para o Ministério Público.,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"
Michele da Fonseca Farias
Assistente Administrativo

.",Grazielle Reis,2014-09-08T00:00:00Z,
134.0,SE,RJ,3300233.0,ARMAÇÃO DOS BÚZIOS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher (CEAM)-Armação dos Búzios,"Secretaria de Desenvolvimento Social, Trabalho e Renda",(22)2623-9226,ceambuzios@gmail.com,"Rua São Paulo, nº 17",Manguinhos,28950-000,Vivianne Néo,(21)99991-8616,"De segunda a sexta-feira, das 8h às 17h. ",CONFERIDO,JUNHO,LÍGIA SILVA,ALTERADO - DADOS,MAIO,2014-06-03T00:00:00Z,2013-09-04T00:00:00Z,2013.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,1.0,SIM,"Uma cozinheira, uma recepcionista e uma auxiliar de serviços gerais.",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,NÃO,0.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Karen Coutinho da Silva
Assistente Social",Maria Mônica ,2014-06-16T00:00:00Z,
135.0,SE,RJ,3300407.0,BARRA MANSA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher (CEAM) Maria Aparecida Roseli Miranda - Barra Mansa ,Secretaria de Assistência Social e Direitos Humanos,(24)3328-0765     ,ceambmansa@gmail.com ,"Avenida Prefeito João Chiesse Filho, nº 302  ",Centro ,27345-180 ,Maria da Penha Silva ,(24)999786150,"Atendimento: de segunda a sexta-feira, das 8h às 17h.",CONFERIDO,JUNHO,NILVA,ALTERADO - DADOS,MAIO,2014-05-29T00:00:00Z,2013-09-02T00:00:00Z,2013.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,SIM,"Duas recepcionistas, uma assistente administrativa e uma serviço geral. A segurança é feita pela guarda municipal.",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO, SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Maria da Penha Silva - Coordenadora ,Maria Mônica ,2014-06-09T00:00:00Z,
136.0,SE,RJ,3300456.0,BELFORD ROXO,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento a Mulher (CEAMBEL) - Belford Roxo ,Vinculado a Secretaria de Governo,(21)2761-5845 (21)2761-6604 (21)2761-6700 Fax: (21)2761-6604,ceambelrj@hotmail.com,"Avenida Joaquim da Costa Lima, nº 2490  ",Santa Amélia ,26165-385,Cristiane Florêncio Cavalcante,(21)98177-4486,"Atendimento: de segunda a sexta-feira, das 8h30min às 17h30min.",ALTERADO - DADOS,JUNHO,NILVA,ALTERADO - DADOS,JUNHO,2014-06-05T00:00:00Z,2006-08-09T00:00:00Z,2006.0,SIM,1.0,SIM,2.0,SIM,2.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,SIM,Menores do sexo feminino recebem o primeiro atendimento e depois são encaminhadas aos órgãos competentes.,SIM,7.0,SIM,1.0,SIM,6.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,SIM,SIM,SIM,SIM,O centro divide espaço com a Superintendência da Mulher. ,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Vera Amaral - Superintendente da Mulher,Camilla Paolone,2014-06-09T00:00:00Z,
137.0,SE,RJ,3300704.0,CABO FRIO,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher (CEAM) – Cabo Frio,Secretaria da Mulher,(22)2645-1899 ,cramcabofrio@hotmail.com,"Rua Getulio Vargas, nº 173   Referência: na rua da Deam. ",Parque Central,28905-208,Lívia Guimarães,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 17h",ALTERADO - DADOS,JUNHO,NILVA,ALTERADO - DADOS,JUNHO,2014-06-03T00:00:00Z,2008-06-20T00:00:00Z,2008.0,SIM,2.0,SIM,2.0,SIM,2.0,NÃO,0.0,NÃO,0.0,SIM,A segurança é feita pela Policia Municipal.,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SIM,• Menores de idade de ambos os sexos: São encaminhados para Conselho Tutelar e a Deam.,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,SIM,"Tem Veículo, porém não tem Motorista.",NÃO,SIM,NÃO,NÃO,NÃO,"SIM
","Edificação: Instalações precisam de reformas.
O imóvel não é apropriado para atender a demanda, não tem privacidade para as usuárias. Somente um banheiro para todos. ",NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,"O Ceam sempre que necessário encaminha mulheres ao serviço de abrigamento, porém a falta de motorista no CEAM, dificulta a locomoção da usuária.",SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Eny Fernandes

Advogada
",Grazielle Reis,2014-06-09T00:00:00Z,
138.0,SE,RJ,3301702.0,DUQUE DE CAXIAS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher em Situação de Violência (CR-Mulher) - Duque de Caxias ,Secretaria de Assistência Social e Direitos Humanos,(21)2653-2546,crmulher@gmail.com,"Rua Manoel Vieira, s/nº",Centenário,25020-201 ,Renata Lemos Coloneze,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 17h",CONFERIDO,JUNHO,NILVA,CONFERIDO,JUNHO,2014-06-03T00:00:00Z,2006-11-04T00:00:00Z,2006.0,SIM,2.0,SIM,2.0,SIM,1.0,NÃO,0.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,NÃO,0.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,O ceam encaminha mulheres para o serviço de abrigamento sempre que necessário.,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Erika Silva,Grazielle Reis,2014-06-09T00:00:00Z,
139.0,SE,RJ,3301900.0,ITABORAÍ,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher (CEAM) - Itaboraí  ,Secretaria Municipal de Desenvolvimento Social,(21)3639-1548,casadamulherita@gmail.com,"Avenida 22 de Maio, nº 7942 - Referência: Casa Rosa em frente ao Posto Shell",Venda das Pedras,24800-000,Rafaela Duarte Marcondes,NÃO INFORMADO,"De segunda  a sexta-feira, das 8h às 17h",CONFERIDO,JUNHO,NILVA,CONFERIDO,MAIO,2014-05-29T00:00:00Z,2009-06-17T00:00:00Z,2009.0,SIM,2.0,SIM,3.0,SIM,1.0,NÃO,0.0,SIM,1.0,SIM,"Três vigilantes da guarda municipal revesam fazendo a segurança do local, porém são funcionários da prefeitura.",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,SIM,1.0,SIM,2.0,SIM,1.0,SIM,1.0,SIM,Um data show e um dvd.,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,2009.0,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Rosi Pauline Coutinho Paes. Assistente Social                                        ,Maria Mônica ,2014-06-09T00:00:00Z,
140.0,SE,RJ,3302205.0,ITAPERUNA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro Integrado de Atendimento à Mulher (CIAM) Maria Magdalena da Silva Fernandes - Itaperuna,"Secretaria Municipal de Ação Social, Trabalho e Habitação","(22)3824-1665
Fax: (22)3822-2228  (Aparelho com defeito)",crm.poloregional@gmail.com ,"Rua Isabel Vieira Martins, nº 131 Bairro: Presidente Costa e Silva",Centro,28300-000,Rosa Maria Silva Beraldi ,(22)9835-2333,"de segunda a sexta-feira, das 8h às 17h. ",CONFERIDO,JUNHO,NILVA,ALTERADO - DADOS,JUNHO,2014-06-04T00:00:00Z,2009-08-07T00:00:00Z,2009.0,SIM,1.0,SIM,2.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,SIM,"• O advogado que auxilia o centro pertence à Secretaria Municipal de Ação Social, Trabalho e Habitação

• Outros Profissionais : 01 Limpeza, 01 Auxiliar Administrativo, 01 Coordenadora
",SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,"• Não presta atendimento à menor de idade de ambos os sexos (até 18 anos), os mesmos são encaminhados para o conselho tutelar.",SIM,1.0,NÃO,0.0,SIM,3.0,SIM,1.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SIM,NÃO,SIM,• O Centro funciona dentro do Prédio da Prefeitura.,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,Sempre que necessário é realizado encaminhamento para serviço de abrigamento.,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,"Rosa Maria Silva Beraldi
Coordenadora
",Grazielle Reis,2014-06-16T00:00:00Z,
