Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42
23.0,SE,ES,3205309.0,VITÓRIA,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Atendimento de Mulher Vítima de Violência Doméstica – Vitória ,(27)3382-5516 ,pedro.pessoa@dp.es.gov.br; coordenacaopenal@dp.es.gov.br,"Avenida Maruípe, 2544, 3º piso, Bloco A  - Referência : dentro da Casa do Cidadão  ",Itararé,29047-495,Doutor Pedro Pessoa Temer,NÃO INFORMADO,de segunda a sexta-feira das 13h às 18h. ,ALTERADO - DADOS,AGOSTO,2014-08-05T00:00:00Z,NÃO INFORMADO,2009.0,"orientação jurídica, confecção de peças, participação em audiências e encaminham a cidadã para a rede de apoio. ",NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,SIM,"COMPLEMENTO DA RESPOSTA 3.1 - Apenas no primeiro andar, quando me desloco para atendê-las. COMPLEMENTO DA RESPOSTA 3.2 - Via de regra, porém, os atendimentos de ofensor e vítima não são feitos simultaneamente.",NÃO INFORMADO,NÃO INFORMADO,SIM,"COMPLEMENTO DA RESPOSTA - Não há previsão em lei (estadual e municipal) para o caso de vítima de violência doméstica, apenas para caso de desmoronamento ou risco geológico. Apesar disso, os pedidos são feitos pela Defensoria.  Faz o pedido ao magistrado que por sua vez encaminha. Não tenho essa informação.  Existe Centro de Atendimento à Vitima de Violência Doméstica – CAVVD. Sim. Havendo bom diálogo entre os órgãos. ",SIM,NÃO INFORMADO,NÃO INFORMADO,"COMPLEMENTO DA RESPOSTA  6.1 - Não tenho essa informação. Há uma equipe de psicólogos e assistentes sociais não vinculados à Defensoria. Logo, não sei especificar quais são exatamente os trabalhos que eles desenvolvem, mas creio que um deles seja a conscientização e educação do ofensor. O pedido de indenização é sempre feito nas denúncias e queixas crime, mas é possívela realização de Ação Judicial de indenização.    

",LEVANTAMENTO REALIZADO COM SUCESSO,ENCAMINHADO E-MAIL AOS CUIDADOS DA SRA ANA PAULA – 11ª VARA ESPECIALIZADA EM VIOLÊNCIA DIA 25/07/2014 INFORMOU QUE ENCAMINHARÁ AOS CUIDADOS DO RESPONSÁVEL PELO NUDEM – DR PEDRO PESSOA TEMER. (RESPOSTA RECEBIDA DIA 05/08/2014). ,LÍGIA SILVA,2014-08-05T00:00:00Z,
24.0,SE,ES,3205309.0,VITÓRIA,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Promotoria de Justiça da Mulher - Vitória,(27)3227-3000 (27)3227-4663; Fax: (27)3227-3000,promotoriadamulher@mpes.mp.br ,Avenida Maruípe n° 2544 - Bloco B,Itararé,29047-495,Suely Lima e Silva,NÃO INFORMADO,"de segunda das 9h às 18h. De terça a sexta-feira, das 12h às 18h.  ",ALTERADO - DADOS,SETEMBRO,2014-09-01T00:00:00Z,2009-06-26T00:00:00Z,2009.0,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,E-mail solicitando informações dia 25/07/2014.  Resposta recebida por e-mail - dia 29/089/2014 -  Sueli Lima e Silva - Promotora de Justiça,LÍGIA SILVA,2014-09-02T00:00:00Z,
25.0,CO,GO,5212501.0,LUZIÂNIA,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,6ª Promotoria de Justiça de Defesa dos Direitos da Mulher - Luziânia  ,"(61)3621-4888 
(61)3622-5819 
(61)3622-2616",6promotorialuziania@mp.go.gov.br  ,"Avenida Neilor Rolin, Lote 7B - Referência: antiga Sara Kubitscheck",Parque JK,72815-450,Marina Mello de Lima Almeida,(61)3621-4888,"De segunda a sexta-feira, das 11h às 18h",CONFERIDO,AGOSTO,2014-08-01T00:00:00Z,NÃO INFORMADO,2011.0,"Assessoria jurídica na área criminal (Lei Maria da Penha, crimes e infrações penais), civil (medidas protetivas) e apura denúncias contra agressores, serviços e descumprimento das medidas protetivas. ",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,SIM,ESTÃO ELABORANDO UMA PROPOSTA PARA A CRIAÇÃO DE UMA CASA ABRIGO NA LOCALIZAÇÃO.,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Marina Mello de Lima Almeida - Promotora de Justiça,PATRICIA DIAS,2014-08-05T00:00:00Z,
26.0,CO,GO,5208707.0,GOIÂNIA,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,63ª Promotoria de Justiça dos Direitos da Mulher - Goiânia,(62)3243-8127 Fax: (62)3243-8127 ,63promotoria@mp.go.gov.br ,"Rua 23, Esquina com a Avenida Fued José Sebba, Edifício Sede, Sala 230, Quadra A6, Lote 15/24",Jardim Goiás,74805-100,Rubia Correa Coutinho/ Robertson Alves de Mesquita,(62)3243-8128,"De segunda a sexta-feira, das 8h às 12h e das 14h às 18h",ALTERADO - DADOS,AGOSTO,2014-08-01T00:00:00Z,NÃO INFORMADO,2006.0,"Assessoria jurídica na área criminal (Lei Maria da Penha, crimes e infrações penais), civil (medidas protetivas) e apura denúncias contra agressores, serviços e descumprimento das medidas protetivas. ",SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Ana Maria Vieira - Assessora Jurídica,PATRICIA DIAS,2014-08-05T00:00:00Z,
27.0,CO,GO,5208707.0,GOIÂNIA,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,71ª Promotoria de Justiça dos Direitos da Mulher - Goiânia ,"(62)3243-8524 
(62)3243-8272",71promotoria@mpgo.mp.br  ,"Rua 23, Esquina com a Avenida Fued José Sebba, Edifício Sede, Sala 230, Quadra A6, Lote 15/24 ",Jardim Goiás,74805-100,Robertson Alves de Mesquita,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 12h e das 14h às 18h",ALTERADO - DADOS,AGOSTO,2014-08-01T00:00:00Z,NÃO INFORMADO,2012.0,"Assessoria jurídica na área criminal (Lei Maria da Penha, crimes e infrações penais), civil (medidas protetivas) e apura denúncias contra agressores, serviços e descumprimento das medidas protetivas. ",SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Ana Maria Vieira - Assessora Jurídica,PATRICIA DIAS,2014-08-05T00:00:00Z,
28.0,NE,MA,2111300.0,SÃO LUÍS,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,21ª Promotoria de Justiça Especializada na Defesa da Mulher – São Luis ,(98)3219-1907 ,NÃO INFORMADO,"Rua dos Pinheiros, Quadra 16, Nº 15 ",São Francisco ,65076-250,Márcia Hayde Porto de Carvalho,NÃO INFORMADO,"De segunda a sexta-feira, 8h às 14h.",ALTERADO - DADOS,AGOSTO,2014-08-05T00:00:00Z,NÃO INFORMADO,2011.0,"Orientação psicológica, assessoria jurídica na área criminal (Lei Maria da Penha, crimes e infrações penais), civil (medidas protetivas) e apura denúncias contra agressores, serviços e descumprimento das medidas protetivas. ",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,SIM,"Encaminham para as Promotorias onde o agressor tem apoio psicológico e social e caso haja necessidade eles encaminham para  Defensoria Pública, Hospital Nina Rodrigues, Alcoólicos Anônimos e Narcóticos Anônimos.  ",LEVANTAMENTO REALIZADO COM SUCESSO,Selma Regina Souza Martins - Promotora de Justiça,PATRICIA DIAS,2014-08-07T00:00:00Z,
29.0,NE,MA,2111300.0,SÃO LUÍS,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,22ª Promotoria de Justiça Especializada na Defesa da Mulher - São Luís ,"(98)3219-1600
(98)3219-1924   ",selma@mpma.mp.br,"Rua dos Pinheiros, Quadra 16, nº 15  ",São Francisco ,65076-250,Selma Regina Souza Martins,(98)9189-5203,"De segunda a sexta-feira, 8h às 15h.",ALTERADO - DADOS,AGOSTO,2014-08-05T00:00:00Z,NÃO INFORMADO,2012.0,"Orientação psicológica, assessoria jurídica na área criminal (Lei Maria da Penha, crimes e infrações penais), civil (medidas protetivas) e apura denúncias contra agressores, serviços e descumprimento das medidas protetivas. ",SIM,SIM,SIM,Os homens autores de violência contra a mulher têm acesso à informação sobre à denuncia que está sendo movida contra ele.,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,SIM,"Para os homens com dependência em álcool e outras drogas são encaminhados para o CAPS, Hospital Nina Rodrigues  ",LEVANTAMENTO REALIZADO COM SUCESSO,Selma Regina Souza Martins - Promotora de Justiça,PATRICIA DIAS,2014-08-07T00:00:00Z,
30.0,NE,MA,2111300.0,SÃO LUÍS,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Defesa da Mulher e da População LGBT - São Luís,(98)3221-6110,lourenamoniz@dpe.ma.gov.br,"Rua da Estrela, n. 420, Praia Grande, Projeto Reviver ",Centro,65010-200 ,Ana Lourena Moniz Costa,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 12h e 14h às 17h.",INSERIDO,AGOSTO,2014-08-18T00:00:00Z,2011-03-02T00:00:00Z,2011.0,"Assessoria jurídica na área criminal (Lei Maria da Penha, crimes e infrações penais), civil (medidas protetivas)  e acompanha a vítima as audiências.",SIM,NÃO,SIM,Atende a população LGBT.,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Ádia Kristianne Ataete Vilar Ataíde - Defensora Pública. 
Dados recebidos por e-mail em 6/8/2014. 
Inserção feita conforme orientação da Anita Cunha Monteiro Coodenadora da Rede - Email recebido em 18/8/2014.",PATRICIA DIAS,2014-08-19T00:00:00Z,
31.0,CO,MT,5103403.0,CUIABÁ,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP, Núcleo das Promotorias de Justiça Especializadas no Enfrentamento a Violência Doméstica e Familiar Contra à Mulher - Cuiabá  ,"(65)3611-0600  
(65)3611-0647 
Fax:(65)3644-1535  ",promotoria.mulher@mpmt.mp.br,"Rua Desembargador Milton Figueiredo Ferreira Mendes, Setor D , s/nº, Edifício Doutor José Eduardo Farias",Centro Político Administrativo,78049-928,Elisamara Sigles Vodonov Portela ,NÃO INFORMADO,"de segunda a sexta-feira, das 8h às 18h",ALTERADO - DADOS,AGOSTO,2014-07-24T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Orientação psicológica, assessoria jurídica na área crimal e civil, encaminha as mulheres vítimas para serviços como a casa abrigo e CEAM. ",SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Akemi Zanelatti Inoi - Assessora,Vanessa Gomes,2014-08-07T00:00:00Z,
32.0,CO,MS,5002704.0,CAMPO GRANDE,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,1ª Defensoria Pública de Defesa da Mulher - Campo Grande,(67)3317-4300 (67)3317-4333 - Fax: (67)3317-4301,NÃO INFORMADO,Rua da Paz nº 14,Centro,79002-190,Thaís Dominato Silva Teixeira,NÃO INFORMADO,"Segunda a quinta-feira, das 7h às 12h. Período vespertino somente atendimento de urgência até as 17h30min.",ALTERADO - DADOS,AGOSTO,2014-07-24T00:00:00Z,NÃO INFORMADO,1999.0,"Assessoria na área criminal, civil e de família; encaminhamento para serviços; acompanhamento em audiências. O atendimento psicológico não é feito apenas na defensoria. Passam orientações, porém, para atendimento de fato, é feito encaminhamento para a rede.",SIM,NÃO,NÃO,Há a defensoria do homem.,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Senhora Thaís informou que existem três defensorias no mesmo prédio, a qual não consta a terceira no sistema. Afirmou que todas desempenham a mesma função e por isso, poderia responder às questões igualmente para esses serviços. Todos foram atualizados a partir de suas respostas. Taís Dominato Silva Teixeira/Defensora Pública.
thaisd@de3fensoria.ms.gov.br(NÃO DIVULGAR)",STELLA,2014-08-07T00:00:00Z,
33.0,CO,MS,5002704.0,CAMPO GRANDE,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,2ª Defensoria Pública de Defesa da Mulher - Campo Grande,(67)3317-4300 (67)3317-4333 - Fax: (67)3317-4301,NÃO INFORMADO,Rua da Paz nº 14,Centro,79002-190,Edmeiry Silara Broch Cesti,NÃO INFORMADO,"Segunda a quinta-feira, das 7h às 12h. Período vespertino somente atendimento de urgência até as 17h30min.",ALTERADO - DADOS,AGOSTO,2014-07-24T00:00:00Z,NÃO INFORMADO,2012.0,"Assessoria na área criminal, civil e de família; encaminhamento para serviços; acompanhamento em audiências. O atendimento psicológico não é feito apenas na defensoria. Passam orientações, porém, para atendimento de fato, é feito encaminhamento para a rede.",SIM,NÃO,NÃO,Há a defensoria do homem.,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Senhora Thaís informou que existem três defensorias no mesmo prédio, a qual não consta a terceira no sistema. Afirmou que todas desempenham a mesma função e por isso, poderia responder às questões igualmente para esses serviços. Todos foram atualizados a partir de suas respostas. Taís Dominato Silva Teixeira/Defensora Pública.",STELLA,2014-08-07T00:00:00Z,
34.0,CO,MS,5002704.0,CAMPO GRANDE,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,                                                                                                                                                                                                                                                            3ª Defensoria Pública de Defesa da Mulher - Campo Grande,(67)3317-4300 (67)3317-4333 - Fax: (67)3317-4301,NÃO INFORMADO,Rua da Paz nº 14,Centro,79002-190,Graziele Carra Dias Ocariz,NÃO INFORMADO,"Segunda a quinta-feira, das 7h às 12h. Período vespertino somente atendimento de urgência até as 17h30min.",INSERIDO,AGOSTO,2014-07-24T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Assessoria na área criminal, civil e de família; encaminhamento para serviços; acompanhamento em audiências. O atendimento psicológico não é feito apenas na defensoria. Passam orientações, porém, para atendimento de fato, é feito encaminhamento para a rede.",SIM,NÃO,NÃO,Há a defensoria do homem.,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"SERVIÇO NOVO - Senhora Thaís informou que existem três defensorias no mesmo prédio, a qual não consta a terceira no sistema. Afirmou que todas desempenham a mesma função e por isso, poderia responder às questões igualmente para esses serviços. Todos foram atualizados a partir de suas respostas. Taís Dominato Silva Teixeira/Defensora Pública.",STELLA,2014-08-28T00:00:00Z,
35.0,CO,MS,5003207.0,CORUMBÁ,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,"Núcleo de Atendimento Psicossocial a Mulher, Criança e Adolescente em Situação de Violência Doméstica - Corumbá",(67)3232-9386 Fax: (67)3232-9386,NÃO INFORMADO,"Rua Major Gama, n° 249",Centro,79331-901,Lídia Helena da Silva,NÃO INFORMADO,"Segunda a sexta-feira, das 7h30min às 11h30min e das 13h30min às 17h30min.",ALTERADO - DADOS,AGOSTO,2014-07-24T00:00:00Z,NÃO INFORMADO,2012.0,"Orientação psicológica; assessoria na área criminal, civil e de família; encaminhamento para serviços; acompanhamento em audiências.",SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,"O núcleo está sendo pioneiro no atendimento ao agressor, pois não há outro serviço que atenda esse público.",LEVANTAMENTO REALIZADO COM SUCESSO,"Márcia Cristaldo da Costa/Assistência
NÃO DIVULGAR marciacristaldo@hotmail.com",STELLA,2014-08-07T00:00:00Z,
36.0,CO,MS,5003702.0,DOURADOS,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Defensoria Pública de Defesa da Mulher - Dourados,(67)3902-2720 - Fax: (67)3902-2725,inesb@defensoria.ms.gov.br,"Rua Onofre Pereira de Matos, nº 1709",Centro,7.980201E7,Inês Batisti Dantas Vieira,NÃO INFORMADO,"Segunda a sexta-feira, das 7h30min às 11h30min e das 13h às 17h.",ALTERADO - DADOS,AGOSTO,2014-07-25T00:00:00Z,2002-11-22T00:00:00Z,2002.0,"Orientação psicológica; assessoria na área criminal, civil e de família; encaminhamento para serviços; acompanhamento em audiências.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Alexandre Alves Astapenko/Assistente da defensoria,STELLA,2014-08-07T00:00:00Z,
37.0,CO,MS,5002704.0,CAMPO GRANDE,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,47ª Promotoria de Justiça Especializada no Atendimento a Violência Doméstica e Familiar Contra a Mulher - Campo Grande,(67)3313-4682 (67)3313-4679 - Fax: (67)3313-4700,NÃO INFORMADO,"Rua da Paz, n° 134",Jardim dos Estados,79002-190,Renzo Siufi,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 11h e das 13h às 18h.",ALTERADO - DADOS,AGOSTO,2014-07-25T00:00:00Z,NÃO INFORMADO,2006.0,"Orientação psicológica; assessoria na área criminal; encaminhamento para serviços; denúncias contra agressores, descumprimento de medidas protetivas e serviços.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Senhora Julyanne informou que a 47ª e 48ª ficam no mesmo local e desempenham a mesma função. Sendo assim, respondeu ao questionário para os dois serviços. Julyanne Marcondes de Oliveira/Assessora do defensor
NÃO DIVULGAR julyanne_oliveira@mpms.mp.br",STELLA,2014-08-07T00:00:00Z,
38.0,CO,MS,5002704.0,CAMPO GRANDE,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,48ª Promotoria de Justiça Especializada no Atendimento a Violência Doméstica e Familiar Contra a Mulher - Campo Grande,(67)3313-4682 (67)3313-4679 - Fax: (67)3313-4700,NÃO INFORMADO,"Rua da Paz, n° 134",Jardim dos Estados,79002-190,Ana Lara Camargo de Castro,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 11h e das 13h às 18h.",ALTERADO - DADOS,AGOSTO,2014-07-25T00:00:00Z,NÃO INFORMADO,2006.0,"Orientação psicológica; assessoria na área criminal; encaminhamento para serviços; denúncias contra agressores, descumprimento de medidas protetivas e serviços.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Senhora Julyanne informou que a 47ª e 48ª ficam no mesmo local e desempenham a mesma função. Sendo assim, respondeu ao questionário para os dois serviços. Julyanne Marcondes de Oliveira/Assessora do defensor",STELLA,2014-08-07T00:00:00Z,
39.0,CO,MS,5002704.0,CAMPO GRANDE,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,65ª Promotoria de Justiça Especializada no Atendimento a Violência Doméstica e Familiar Contra a Mulher - Campo Grande,(67)3317-4026,NÃO INFORMADO,"Avenida Ricardo Brandão, nº 232",Itanhangá Parque,79003-027,Fernando Jorge Manvailer Esgaib,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 11h e das 13h às 18h.",CONFERIDO,AGOSTO,2014-07-25T00:00:00Z,NÃO INFORMADO,2012.0,"Orientação psicológica; assessoria na área criminal; encaminhamento para serviços; denúncias contra agressores, descumprimento de medidas protetivas e serviços; colhe declarações da ofendida.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Fernando Rocha e Flávio Lopes/Técnico judiciário e assessor, respectivamente.
NÃO DIVULGAR fernando_rocha@mp.ms.gov.br",STELLA,2014-08-07T00:00:00Z,
40.0,CO,MS,5002704.0,CAMPO GRANDE,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,66ª Promotoria de Justiça Especializada no Atendimento a Violência Doméstica e Familiar Contra a Mulher - Campo Grande,6733134720; 6733134721,NÃO INFORMADO,"Rua da Paz, n° 134",Jardim dos Estados,7.900219E7,Helen Neves Dutra da Silva,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 11h e das 13h às 18h.",ALTERADO - DADOS,AGOSTO,2014-07-25T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Orientação psicológica; assessoria na área criminal; encaminhamento para serviços; denúncias contra agressores, descumprimento de medidas protetivas e serviços.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Lailene Couto Tenteada/Assessora jurídica,STELLA,2014-08-07T00:00:00Z,
41.0,CO,MS,5003702.0,DOURADOS,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,13ª Promotoria de Justiça Especializada no Atendimento a Violência Doméstica e Familiar Contra a Mulher - Dourados,(67)3902-2800 (67)3902-2871 - Fax: (67)3902-2809,NÃO INFORMADO,"Rua João Corrêa Neto, nº 400",Santo Antônio,79810-080,Izonildo Gonçalves de Assunção Junior,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 11h e das 13h às 18h.",CONFERIDO,AGOSTO,2014-07-25T00:00:00Z,NÃO INFORMADO,2012.0,Assessoria na área criminal; encaminhamento para serviços; denúncias contra agressores e serviços.,SIM,NÃO,SIM,Também atendem demandas de idosos e pessoas com deficiência.,SIM,SIM,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Marlene Falco de Lima/Assessora jurídica,STELLA,2014-08-07T00:00:00Z,
42.0,SE,MG,3106200.0,BELO HORIZONTE,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,18ª Promotoria Especializada no Combate à Violência Doméstica e Familiar Contra a Mulher - Belo Horizonte,(31)3337-6996 (31)3250-6217   Fax: (31)3250-6217,mariadapenhamp@m.mp.mp.gov.br,Avenida  Álvares Cabral 1881,Santo Agostinho  ,30170-001,Tereza Cristina Dias Rodrigues ,NÃO INFORMADO,"de segunda a sexta-feira, das 13h às 16h30min",ALTERADO - DADOS,AGOSTO,2014-07-25T00:00:00Z,2014-07-25T00:00:00Z,NÃO INFORMADO,"Orientação psicológica, apura denúncias contra agressores e serviços e descumprimento das medidas protetivas e serviços. 
",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Lilian silva 
Oficial do Ministério Público 
",Vanessa Gomes ,2014-08-07T00:00:00Z,
43.0,SE,MG,3106200.0,BELO HORIZONTE,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Defensoria Pública Especializada na Defesa dos Diretos das Mulheres em Situação de Violência - Belo Horizonte,"(31)32703202
 (31)3270-3269",nudem@defensoria.mg.gov.br ,"Avenida Amazonas nº 558, 2º andar - Referência: Próximo à Praça Sede ",Centro,30180-001,Samantha Vilarinho Mello Alves ,NÃO INFORMADO,"de segunda à sexta-feira, das 8h às 17h",ALTERADO - DADOS,AGOSTO,2014-07-28T00:00:00Z,2005-08-02T00:00:00Z,2005.0," Orientação psicológica, assessoria jurídica nas áreas criminal, civil e de família,apura denúncias contra agressores e serviços e descumprimento das medidas protetivas.

 

",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Samantha Vilarinho Mello Alves
Coordenadora 
",Vanessa Gomes ,2014-08-07T00:00:00Z,
