Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78
27.0,CO,DF,5300108.0,BRASÍLIA,Juizados de Violência Doméstica e Familiar contra à Mulher,Varas Adaptadas de Violência Doméstica e Familiar,2º Juizado Especial Cível e Criminal e 2º Juizado de Violência Doméstica e Familiar Contra a Mulher - Paranoá ,Juizado ou Vara Adaptado(a) de Violência Doméstica contra a Mulher ,"(61)3103-2212 (61)3103-2214 (61)3103-2211 (61)3103-0660 
 Fax: (61)3103-2214     ",ana.chaves@tjdft.jus.br,"Quadra 3 - Área Especial,Lote 02 - Fórum do Paranoá  ",Paranoá,71570-901 ,Theresa Karina de Figueiredo Gaudêncio Barbosa ,NÃO INFORMADO,ALTERADO - TIPO,AGOSTO,2014-07-15T00:00:00Z,2011-07-06T00:00:00Z,2011.0,"de segunda a sexta-feira, das 12h às 19h",NÃO,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO ,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM,Encaminha para o Ministério Público onde o agressor é encaminhado para serviço de responsabilização e educação.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO ,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,"Kelly Queiroz  Silva 
Substituta da Diretora 
",Vanessa Gomes,2014-07-18T00:00:00Z,,,,,,,,,,,,,,,,,,,
28.0,CO,DF,5300108.0,BRASÍLIA,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,2º Juizado de Violência Doméstica e Familiar Contra a Mulher - Ceilândia ,Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher ,(61)3103-9464 (61)3103-9466   - Fax: (61)3103-0309     ,josette.isabel@tjdft.jus.br,"QNM 11 Área Especial 01, Sala 233 ",Ceilândia Centro ,72215-110 ,Josete Isabel Chrisoli ,NÃO INFORMADO,ALTERADO - DADOS,AGOSTO,2014-07-15T00:00:00Z,2012-05-30T00:00:00Z,2012.0,"de segunda a sexta-feira, das 12h às 19h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO ,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO ,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,"Josete Isabel Chrisoli
Diretora 
 ",Vanessa Gomes,2014-07-18T00:00:00Z,,,,,,,,,,,,,,,,,,,
29.0,SE,ES,3201308.0,CARIACICA,Varas Adaptadas de Violência Doméstica e Familiar,Varas Adaptadas de Violência Doméstica e Familiar,5ª Vara Criminal Especializada em Violência Doméstica e Familiar Contra a Mulher - Cariacica,Varas Adaptadas de Violência Doméstica e Familiar,(27)3246-5556 (27)3246-5557 Fax: (27)3246-5555,5criminal-cariacica@tjes.jus.br,"Rua São João Batista, nº 1000 - Referência: Fórum Doutor Américo Ribeiro Coelho",Alto Laje,29151-230,Eliazer Costa Vieira,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-07T00:00:00Z,NÃO INFORMADO,2009.0,"Segunda a sexta-feira, das 12h às 18h.",SIM,PRÓPRIOS,SIM,"A equipe não é exclusiva da 5ª vara, atende todos os setores do fórum.",NÃO,SIM,Crimes de violência sexual contra a mulher.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,"O abrigamento é de âmbito estadual. No centro especializado de atendimento à mulher, faltam funcionários. Estão articulando um formulário padrão para mapear o perfil das mulheres atendidas, através da Comissão de Violência Contra a Mulher.",NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Renata Santiago Lima (Dados de identificação do serviço: Roberto Luchi Nascimento)/Analista Judiciário 2 – Assistente Social,STELLA,2014-07-29T00:00:00Z,,,,,,,,,,,,,,,,,,,
30.0,SE,ES,3205200.0,VILA VELHA,Varas Adaptadas de Violência Doméstica e Familiar,Varas Adaptadas de Violência Doméstica e Familiar,5ª Vara Criminal Especializada em Violência Doméstica e Familiar Contra a Mulher - Vila Velha ,Juizado ou Vara Adaptado(a) de Violência Doméstica contra a Mulher,(27)31492733 (27)31492734 Fax: (27)31492732,5criminal-vvelha@tjes.jus.br,"Rua Doutor Annor da Silva, s/nº",Boa Vista II,29107-355,Ilaceia Novaes,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-07T00:00:00Z,NÃO INFORMADO,2011.0,"Segunda a sexta-feira, das 12h às 18h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,"Aqueles no âmbito da Lei 9.099/1995 (Infrações de menor potencial ofensivo); No âmbito de crimes contra Criança e Adolescente; No âmbito de crimes de violência sexual contra a mulher. A vara é especializada, porém restaram alguns processos residuais de quando houve a adaptação.",NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Maria Luisa Guimarães Moreira Pires/Analista judiciária 2,STELLA,2014-07-29T00:00:00Z,,,,,,,,,,,,,,,,,,,
31.0,SE,ES,3205002.0,SERRA,Varas Adaptadas de Violência Doméstica e Familiar,Varas Adaptadas de Violência Doméstica e Familiar,6ª Vara Criminal Especializada em Violência Doméstica - Serra,Juizado ou Vara Adaptado(a) de Violência Doméstica contra a Mulher,(27)3291-1038 (27)3291-1000,6criminal-serra@tjes.jus.br,"Avenida Getúlio Vargas, nº 250 - Referência: Prédio do Fórum",Centro,29176-090,Ligia Sarto Muller,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-15T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Segunda a sexta-feira, das 12h às 18h.",SIM,PRÓPRIOS,SIM,Composta por 01 psicóloga e 4 assistentes sociais.,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO,SIM,SIM,SIM,O prédio é composto por escadas e elevadores. É possível a locomoção dos portadores de necessidades especiais.,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,Encaminham réus para o serviço social.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Sérgio Félix/Analista judiciário 2,STELLA,2014-07-29T00:00:00Z,,,,,,,,,,,,,,,,,,,
32.0,SE,ES,3205309.0,VITÓRIA,Varas Adaptadas de Violência Doméstica e Familiar,Varas Adaptadas de Violência Doméstica e Familiar,11ª Vara Criminal Especializada em Violência Doméstica e Familiar Contra a Mulher - Vitória,Juizado ou Vara Adaptado(a) de Violência Doméstica contra a Mulher,(27)3235-8475 (27)3235-8415 Fax: (27)3235-8475,11criminal-vitoria@tjes.jus.br,"Avenida Maruípe, nº 2544, Bloco A, 3º Piso",Itararé,29043-213,Clésia dos Santos Barros,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-22T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Segunda a sexta-feira, das 12h às 18h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,No âmbito de crimes de violência sexual contra a mulher.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO,SIM,SIM,SIM,Somente processam os feitos referentes à Lei Maria da Penha – desde a instalação da vara especializada.,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,A vara também faz encaminhamentos para serviços adicionais de iniciativa municipal.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Ana Paula Cardoso Prata/Chefe de Secretaria,STELLA,2014-07-29T00:00:00Z,,,,,,,,,,,,,,,,,,,
33.0,CO,GO,5208707.0,GOIÂNIA,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,1º Juizado Especial de Violência Doméstica e Familiar Contra a Mulher - Goiânia  , Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(62)3018-8244            (62)3018-8239       Fax:(62)3018-8246     ,juizadodamulher@tjgo.jus.br,"Rua 72, Quadra C-15/19 - 2º Andar, Sala 204",Jardim Goiás,74805-480,Altair Guerra da Costa. ,(62)3018-8238 ,CONFERIDO,JULHO,2014-07-18T00:00:00Z,NÃO INFORMADO,2007.0,"Segunda a sexta-feira, das 8h às 18h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM, A SENHORA EDILAMAR INFORMOU QUE HÁ CASOS EM QUE  ALGUMAS CRIANÇAS E ADOLESCENTES SÃO ATENDIDOS SE FOREM CASOS DE VIOLENCIA DOMESTICA E FAMILIAR.E NO CASO DE VIOLENCIA SEXUAL TAMBÉM SE FOR NO AMBITO DA LEI MARIA DA PENHA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, EDILAMAR LOPES DE OLIVEIRA/ ASSISTENTE DO JUIZ.,GERSILENE,2014-07-29T00:00:00Z,,,,,,,,,,,,,,,,,,,
34.0,CO,GO,5208707.0,GOIÂNIA,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,2º Juizado Especial de Violência Doméstica e Familiar Contra a Mulher - Goiânia, Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(62)3236-2459    (62)3236-2465,2juizadomulher@tjgo.jus.br,"Rua 19, Quadra 08, Lote 06 6º andar Anexo 1.",Setor Oeste,74120-100,Willian Costa Melo,(62)32362455 ,CONFERIDO,JULHO,2014-07-18T00:00:00Z,NÃO INFORMADO,2012.0,"Segunda a sexta-feira, das 8h às 18h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,O SENHOR JOSÉ ANTONIO INFORMOU QUE OS PROCESSOS NO AMBITO DA LEI 9.099/1995 TRAMITAM ELETRONICAMENTE ATRAVÉS DO PROJUDI.E QUE NO CASO DE VIOLÊNCIA SEXUAL CONTRA A MULHER HÁ UMA INTERPRETAÇÃO DO JUIZ BASEADO NO ART 5° DA LEI MARIA DA PENHA PARA QUE TRAMITEM NESSA VARA.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,FREQUENTEMENTE,SEM ESPECIFICAÇÃO,NÃO,SIM,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, JOSE ANTONIO PIRES BARBOSA JUNIOR/ SECRETARIO DE JUIZADO ESPECIAL.,GERSILENE,2014-07-29T00:00:00Z,,,,,,,,,,,,,,,,,,,
35.0,NE,MA,2105302.0,IMPERATRIZ,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara Especial de Violência Doméstica e Familiar Contra a Mulher – Imperatriz, Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(99)3525-4689,varamulher_itz@tjma.jus.com.br,"Rua Frei Manuel Procópio, nº 51  
Anexo ao Fórum Ministro Henrique de La Roque Almeida",Centro Setor Beira Rio,65900-040,Ana Paula Silva Araújo,NÃO INFORMADO ,ALTERADO - DADOS,JULHO,2014-07-10T00:00:00Z,2008-06-30T00:00:00Z,2008.0,"de segunda a sexta-feira, das 8h às 18h",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,"A vara oferta cursos para que mulheres tenham independência financeira. Há trabalho com o agressor na rede, que é bastante articulada.",SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO SE APLICA ,NÃO SE APLICA ,LEVANTAMENTO REALIZADO COM SUCESSO,Julia Graciele Resende/Técnica judiciária,STELLA,2014-07-30T00:00:00Z,,,,,,,,,,,,,,,,,,,
36.0,NE,MA,2111300.0,SÃO LUÍS,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara Especializada de Violência Doméstica e Familiar Contra a Mulher - São Luís, Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(98)3194-5695,varamulher_slz@tjma.jus.br,"Avenida Professor Carlos Cunha, s/nº
Complemento: 5º andar, ala 4
Referencia: Fórum Desembargador Sarney Costa",Jaracaty,65076-820,Nelson Melo de Morais Rego,NÃO INFORMADO ,ALTERADO - DADOS,JULHO,2014-07-14T00:00:00Z,2008-03-08T00:00:00Z,2008.0,"de segunda a sexta-feira, das 8h às 18h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,FREQUENTEMENTE,"Distribuídos 1493 processos em 2014, até a presente data.",SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO SE APLICA ,NÃO SE APLICA ,LEVANTAMENTO REALIZADO COM SUCESSO,Joseane Abrantes/Assistente Social,STELLA,2014-07-30T00:00:00Z,,,,,,,,,,,,,,,,,,,
37.0,NE,MA,2112209.0,TIMON,Varas Adaptadas de Violência Doméstica e Familiar,Varas Adaptadas de Violência Doméstica e Familiar,3ª Vara Criminal da Comarca Timon,Juizado ou Vara Adaptada de Violência Doméstica e Familiar contra a Mulher,(99)3317-7100 / (99)3317-7115 ,vara7_tim@tjma.jus.br,"Rua Doutora Elizete de Oliveira Farias, s/nº",Parque Piauí,65631-250,José Elismar Marques,NÃO INFORMADO ,ALTERADO - DADOS,JULHO,2014-07-10T00:00:00Z,2011-04-29T00:00:00Z,2011.0,"de segunda a sexta-feira, das 8h às 18h. ",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,SIM,SIM,SIM,SIM,"Também recebem processos referentes a roubo, trânsito, entorpecentes, execuções penais, tráficos e júri.",SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO SE APLICA ,NÃO SE APLICA ,LEVANTAMENTO REALIZADO COM SUCESSO,Maria das Dores de Sousa Lima/Secretária da vara,STELLA,2014-07-30T00:00:00Z,,,,,,,,,,,,,,,,,,,
38.0,CO,MT,5107602.0,RONDONÓPOLIS,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara Especializada de Violência Doméstica e Familiar contra a Mulher - Rondonópolis, Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(66)3410-6100   (66)3410-6161,roo.violenciafamiliar@tjmt.jus.br,"Rua Rio Branco, nº 2299",Jardim Guanabara,78710-100,Carlos Jose Rondon luz,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-11T00:00:00Z,2007-02-26T00:00:00Z,2007.0,"Atendimento: de segunda a sexta-feira, das 12h às 19h.",SIM,TERCEIRIZADOS,SIM,No momento a Vara possui apenas assistência social ,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,As cidadãs já são encaminhadas antes de chegar na vara.,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Eliete Aparecida Conceição
Gestora Judiciária Substituta

",Amanda de Souza Ferreira,2014-07-16T00:00:00Z,,,,,,,,,,,,,,,,,,,
39.0,CO,MT,5103403.0,CUIABÁ,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,1ª Vara Especializada de Violência Doméstica e Familiar Contra a Mulher - Cuiabá, Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,"(65)3648-6605        (65)3648-6000   
(65)3648-6603         ",cba.1violenciafamiliar@tj.mt.jus.br  ,"Rua Desembargador Milton Figueiredo Ferreira Mendes, s/nº, Setor D",Centro Político Administrativo,78049-905,Ana Cristina Silva Mendes ,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-14T00:00:00Z,NÃO INFORMADO,2006.0,"Atendimento: de segunda a sexta-feira, das 12h às 19h",SIM,PRÓPRIOS,SIM,"A equipe multidisciplinar é exclusiva da 1º vara especializada de violência domestica e familiar, atende todo o fórum. Os psicólogos são funcionários próprios (concursado) e outros credenciados.",NÃO,SIM,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Daniele Prudente de Melo
Assessora Técnica Jurídica 
",Amanda de Souza Ferreira ,2014-07-16T00:00:00Z,,,,,,,,,,,,,,,,,,,
40.0,CO,MT,5108402.0,VÁRZEA GRANDE,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara Especializada de Violência Doméstica e Familiar contra a Mulher - Várzea Grande, Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(65)3688-8456 (65)3688-8483 (65)3688-8400 ,vg.violenciafamiliar@tjmt.jus.br,"Avenida Castelo Branco, s/nº",Água Limpa,78125-700,Marilza Aparecida Vitório,(65)3688-8456,ALTERADO - DADOS,JULHO,2014-07-11T00:00:00Z,NÃO INFORMADO,2006.0,"Segunda a sexta-feira, das 12h às 19h.",SIM,PRÓPRIOS,SIM,"No momento a vara possui Assistente social, foi informado que estão em fase de contratação para os outro profissionais da equipe multidisciplinar",SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM,Quando é identificado que o agressor precisa de serviço de responsabilização e educação a Vara encaminha para outro serviço.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Cássia Regina Pinheiro Navar
Gestora Judiciária 
",Amanda de Souza Ferreira,2014-07-16T00:00:00Z,,,,,,,,,,,,,,,,,,,
41.0,CO,MT,5103403.0,CUIABÁ,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,2ª Vara Especializada de Violência Doméstica e Familiar Contra a Mulher - Cuiabá, Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,"(65)3648-6615  (65)3648-6616  
fax (65) 3648-6073 ",cba.2violenciafamiliar@tjmt.jus.br     ,"Rua Desembargador Milton Figueiredo Ferreira Mendes, s/nº, Setor D",Centro Político Administrativo,78049-905  ,Jeverson Luiz Quinteiro     ,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-14T00:00:00Z,2006-09-22T00:00:00Z,2006.0,"De segunda a sexta-feira, das 12h às 19h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,Também acontecem processos de divórcio na Vara. ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Weliton Ferreira Gular
Gestor ",Amanda de Souza Ferreira ,2014-07-16T00:00:00Z,,,,,,,,,,,,,,,,,,,
42.0,CO,MS,5002704.0,CAMPO GRANDE,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,1ª Vara de Violência Doméstica e Familiar Contra a Mulher - Campo Grande , Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,       (67)3317-3520 / (67)3317-3522  FAX: (67)3321-2604  ,"cgr-vviolencia@tjms.jus.br 

","Rua da Paz, nº 14 - Bloco 1 ",Jardim dos Estados ,79002-919,Juiza Titular Simone Nakamatsu,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-21T00:00:00Z,2006-11-26T00:00:00Z,2006.0,"de segunda a sexta-feira, das 12h às 19h.",NÃO,NÃO SE APLICA,SIM,"O SENHOR LEVINDO INFORMOU QUE NA VARA NÃO POSSUI UMA EQUIPE MULTIDISCIPLINAR, E QUANDO NECESSITAM SÃO SOLICITADOS OS SERVIDORES DA VARA DE INFÂNCIA, DENTRE ELES PSICÓLOGOS E ASSISTENTES SOCIAIS",SIM,NÃO, SEM EPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE, SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Levindo de Resende Mendes 
Chefe de Cartório 
",GERSILENE,2014-07-29T00:00:00Z,,,,,,,,,,,,,,,,,,,
43.0,CO,MS,5002704.0,CAMPO GRANDE,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,2ª Vara da Violência Doméstica e Familiar Contra a Mulher - Campo Grande , Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,"       (67)3317-3527    
FAX: (67)3321-2604",cgr-2violencia@tjms.jus.br,"Rua da Paz, nº 14, Bloco 3, 1º Andar ",Jardim dos Estados ,79002-919,José Carlos de Paula Coelho e Souza,NÃO INFORMADO,ALTERADO - DADOS,AGOSTO,2014-08-18T00:00:00Z,2012-11-23T00:00:00Z,2012.0,"De segunda a sexta-feira, das 12h às 19h. ",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO," 
 MARIA SOLANGE DE BRITO ALVES/ ASSESSORA JURÍDICA",GERSILENE,2014-07-29T00:00:00Z,,,,,,,,,,,,,,,,,,,
