Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78,Column 79,Column 80,Column 81,Column 82,Column 83,Column 84,Column 85,Column 86,Column 87,Column 88,Column 89,Column 90,Column 91,Column 92
242.0,NE,PE,2614501.0,SURUBIM,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,7ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Surubim,(81)3624-1983 (81)3624-1985 (81)3624-1986 (81)3624-1987 Fax: (81)3624-1984 ,7delmulher@policiacivil.pe.gov.br ,"Rua Santos Dumont, nº 85",Cabaceira ,55750-000 ,Não há um responsável até o momento dessa atualização.,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h.",ALTERADO - DADOS,AGOSTO,2014-08-21T00:00:00Z,MAIO,2009.0,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM, Crimes sexuais.,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,SIM,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,"A AGENTE INFORMOU QUE HÁ UMA CAPACITAÇÃO, MAS NÃO RECEBEM PERIODICAMENTE",SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, FLAVIANE SOUZA DE FRANÇA/ AGENTE DE POLÍCIA.,GERSILENE,2014-08-28T00:00:00Z,,,,,,,,
243.0,NE,PE,2606200.0,GOIANA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,8ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Goiana,(81)3626-8509 (81)3626-8511 (81)3626-8512 (81)3626-8513  Fax: (81)3626-8510,8delmulher@policiacivil.pe.gov.br ,"Rua 65, nº 18-A - Complemento: Loteamento Carvalho Feitosa  ",Centro,55900-000 ,Ana Carolina Guerra Pereira,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h.",CONFERIDO,AGOSTO,2014-08-20T00:00:00Z,NOVEMBRO ,2012.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO, SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,José Alves da Costa Neto - Escrivão Chefe do Cartório,GERSILENE,2014-08-28T00:00:00Z,,,,,,,,
244.0,NE,PE,2606002.0,GARANHUNS,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,9ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Garanhuns,(87)3761-8511 (87)3761-8509 (87)3761-8510  Fax: (87)3761-8511,9delmulher@policiacivil.pe.gov.br ,"Rua Frei Caneca, nº 460",Heliópolis,55295-515 ,Débora Bandeira de Melo Tenório,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h.Plantão de 24h nos finais de semana.",CONFERIDO,AGOSTO,2014-08-20T00:00:00Z,2009-07-17T00:00:00Z,2009.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM, A DEAM TAMBÉM INVESTIGA CRIMES SEXUAIS.,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO  ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, DÉBORA BANDEIRA DE MELO TENÓRIO/ DELEGADA TITULAR.,GERSILENE,2014-08-28T00:00:00Z,,,,,,,,
245.0,NE,PE,2616407.0,VITÓRIA DE SANTO ANTÃO,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,10ª Delegacia Especializada de Atendimento à Mulher (DEAM) - Vitória de Santo Antão,(81)3526-8789 (81)3526-8787,10delmulher@policiacivil.pe.gov.br ,"Avenida Henrique de Holanda, s/ nº, 1º andar",Redenção,55602-000 ,Bruna Falcão(delegada titular),NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 12h e das 14h às 18h. Após as 18h e aos finais de semana regime de plantão na Delegacia de polícia comum.",CONFERIDO,AGOSTO,2014-08-21T00:00:00Z,2013-03-17T00:00:00Z,2013.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,NÃO,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,FREQUENTEMENTE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, EVANDRO ALVES DOS REIS/ COMISSÁRIO DE POLÍCIA.,GERSILENE,2014-08-28T00:00:00Z,,,,,,,,
246.0,NE,PI,2211001.0,TERESINA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DELEGACIA ESPECIALIZADA DE ATENDIMENTO A MULHER (DEAM) BUENOS AIRES - TERESINA,(86)3225-4597,claudiaribeiropinheiro@bol.com.br,"RUA BOM JESUS COM A RUA OSCAR CLARK,S/N°",BUENOS AIRES,64000-000,CLAUDIA ELIZA RIBEIRO PINHEIRO,NÃO INFORMADO,24H,CONFERIDO,SETEMBRO,2014-09-01T00:00:00Z,2002-03-05T00:00:00Z,2002.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Violência sexual.,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Luis Gonzaga da Silva.
Chefe de Investigação.
",Maria Mônica,2014-09-04T00:00:00Z,,,,,,,,
247.0,NE,PI,2208007.0,PICOS,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DELEGACIA ESPECIALIZADA DE ATENDIMENTO A MULHER (DEAM) - PICOS,(89)3422-6443,delegaciadamulherpicos@hotmail.com,"Avenida Severo Eulálio, nº 906",Canto da Várzea,64600-170,Tânia Gonçalves Miranda.,(86)99822505,De 08h as  13h e após esse horário outro delegado atende 24h os casos de flagrante delito. ,ALTERADO - DADOS,AGOSTO,2014-08-13T00:00:00Z,NÃO INFORMADO,2008.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Investiga outros tipos de violência  só quando a vítima for mulher.,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Amanda Lima Bezerra.
Agente de Polícia.
",Maria Mônica,2014-08-19T00:00:00Z,,,,,,,,
248.0,NE,PI,2211001.0,TERESINA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DELEGACIA ESPECIALIZADA DE ATENDIMENTO A MULHER (DEAM) CENTRO - TERESINA,(86)3222-2323,mariavilmaalves1@hotmail.com / deamcentro.te@pc.pi.gov.br,"Rua 24 de Janeiro, nº 500",CENTRO,64001-230,Maria Vilma Alves da Silva.                          ,(86)8835-0185,Segunda a sexta-feira das 08h às 18h.,ALTERADO - DADOS,AGOSTO,2014-08-11T00:00:00Z,1989-07-14T00:00:00Z,1989.0,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO INFORMADO,NÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,NÃO,NÃO,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Helena Regina Celestino de Sousa
Agente de Polícia.
",Maria Mônica,2014-08-19T00:00:00Z,,,,,,,,
249.0,NE,PI,2210607.0,SÃO RAIMUNDO NONATO,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher(DEAM) – SÃO RAIMUNDO NONATO,(89)3582-3426,NÃO INFORMADO,"Rua Antônio de Carvalho, s/nº",Milonga,64770-000,Cíntia Verena Vasconcelos(está de licença à maternidade) e no momento é o Dr.Paulo Cesar Rodrigues de Moraes.,NÃO INFORMADO,Segunda à sexta-feira das 8:30 as 12:00 e das 15:00 as 18h,ALTERADO - DADOS,AGOSTO,2014-08-11T00:00:00Z,NÃO INFORMADO,2001.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer outro tipo de violência contra a mulher;
Atos infracionais praticados por adolescentes;
Crimes em geral;
",SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,NÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO," Paulo Cesar Rodrigues de Moraes.
Delegado.
",Maria Mônica,2014-08-19T00:00:00Z,,,,,,,,
250.0,NE,PI,2203909.0,FLORIANO,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher(DEAM) - FLORIANO,(89)3522-1635          (89)3522-1320,NÃO INFORMADO,"Avenida João Luis Ferreira, nº 450",Centro,64800-000,Luana Alves Rocha Vieira.            ,(86)9421-5295,24H,CONFERIDO,AGOSTO,2014-08-08T00:00:00Z,NÃO INFORMADO,2012.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer outro tipo de violência contra a mulher;
Atos infracionais praticados por adolescentes;
Crimes em geral;
",SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,SIM,NÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Naylie  Fonseca Pereira Rocha.  Agente de Polícia.,Maria Mônica,2014-08-19T00:00:00Z,,,,,,,,
251.0,NE,PI,2211001.0,TERESINA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) Dirceu Arcoverde I - Teresina ,(86)3216-1572,NÃO INFORMADO,"QUADRA 66,S/N°",DIRCEU ARCOVERDE 1,64077-200,Alexssandra de Sousa Silva.,(86)3216-1572,"de segunda a sexta-feira,das 08 às 18h para inquérito policial, e 24h para registro de boletim de ocorrência",CONFERIDO,AGOSTO,2014-08-11T00:00:00Z,NÃO INFORMADO,2009.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Joana de Fátima Bezerra de Sousa.   
Escrivã.
",Maria Mônica,2014-08-19T00:00:00Z,,,,,,,,
252.0,NE,PI,2207702.0,PARNAÍBA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - PARNAÍBA,(86)3321-2611          (86)9912-6888   ,renatalima@pc.pi.gov.br,"Avenida Álvaro Mendes, nº 2020",Nova Parnaíba,64000-200,Maria de Jesus Pereira Bastos,(86)9912-6888,24H,CONFERIDO,AGOSTO,2014-08-11T00:00:00Z,NÃO INFORMADO,1995.0,NÃO,NÃO,SIM,Tem ajuda da prefeitura para atender a mulher que necessita de apoio psicológico,SIM,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Renata Alves Lima.
Agente de Polícia        ",Maria Mônica,2014-08-19T00:00:00Z,,,,,,,,
253.0,NE,PI,2208403.0,PIRIPIRI,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DELEGACIA ESPECIALIZADA DE ATENDIMENTO A MULHER(DEAM) - PIRIPIRI,(86)3276-1111           (86)8802-0403    (86)32761410,anamelka@pc.pi.gov.br,Rua João Damasceno sem n°,CENTRO,60260-000,Ana Melka Albuquerque Cadena. ,(86)9479-3801,"de segunda a sexta-feira,das 08 ás 12h e das 14 às 18h para serviço interno, e 24h para registro de boletim de ocorrência",CONFERIDO,AGOSTO,2014-08-11T00:00:00Z,NÃO INFORMADO,2007.0,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer outro tipo de violência contra a mulher; Atos infracionais praticados por adolescentes; Crimes em geral.
",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,NÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Ana Melka Albuquerque Cadena.
Delegada
",Maria Mônica,2014-08-19T00:00:00Z,,,,,,,,
254.0,SE,RJ,3303500.0,NOVA IGUAÇU,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - Nova Iguaçu, (21)37799702 /(21)37799712 Fax: (21)3779-9416,teresapezza@pcivil.rj.gov.br / malucarioca2016@hotmail.com,"Avenida Governador Amaral Peixoto, nº 950 - 3º Andar  Referência: Atrás da Rodoviária de Nova Iguaçu",Centro,26261-100,Teresa Maria Rocha de Lima Pezza,(21)3779-9638,24h,CONFERIDO,AGOSTO,2014-08-18T00:00:00Z,2013-01-15T00:00:00Z,2013.0,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SIM,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"
Maria Luisa Lopes - Inspetora
",PATRICIA DIAS,2014-08-29T00:00:00Z,,,,,,,,
255.0,SE,RJ,3305109.0,SÃO JOÃO DE MERITI,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - São João de Meriti  ,(21)2655-5238 (21)2655-5239 Fax: (21)2655-5242 ,sornellas@pcivil.rj.gov.br,"Avenida Doutor Arruda Negreiros, s/nº ",Engenheiro Belford,25520-000,Sandra Maria Pinheiro Ornellas,(21)98559-9521,24h,ALTERADO - DADOS,AGOSTO,2014-08-18T00:00:00Z,2009-10-15T00:00:00Z,2009.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Informou que também atende na lei 9.098 - juizados criminais. ,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,SIM,SIM,A edificação é compartilhada com a 64º Delegacia de Polícia de São João de Meriti,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Sandra Maria Pinheiro Ornellas - Delegada Titular,PATRICIA DIAS,2014-08-29T00:00:00Z,,,,,,,,
256.0,SE,RJ,3301702.0,DUQUE DE CAXIAS,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - Duque de Caxias,(21)2771-3434 / (21)3657-2983 Fax: (21)2771-1260,marcianoeli@pcivil.rj.gov.br ,"Avenida Brigadeiro Lima e Silva, nº 1204 ",Duque de Caxias,25071-180,Cristiana Honorato Miguel Bento,(21)3657-2983 ,24h,ALTERADO - DADOS,AGOSTO,2014-08-19T00:00:00Z,2009-03-30T00:00:00Z,2009.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Cristiana Honorato Miguel Bento - Delegada Titular,PATRICIA DIAS,2014-08-29T00:00:00Z,,,,,,,,
