Nome Universo,Data Atualização Dados,Região,UF,Localidade,Setor (Cod/Desc),Órgão,Órgão (Cod/Desc),UO,UO (Cod/Desc),Funcional,Função (Cod/Desc),Subfunção (Cod/Desc),Programa (Cod/Desc),Ação (Cod/Desc),Subtítulo (Cod/Desc),Esfera (Cod),GND (Cod),Mod. Aplic. (Cod),Fonte,Fonte (Cod/Desc),Dotação Inicial,Autorizado,Empenhado,Liquidado (Subelemento),Pago,RP Não-Proc Insc. Outros Exercícios,RP Inscrito,RP Pago,Programa (Cod),Programa,Ação (Cod),PO (Cod/Desc),Iniciativa (Cod),Objetivo (Cod/Desc),Iniciativa (Cod/Desc)
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA CULTURA,42000 - MINISTÉRIO DA CULTURA,MINISTÉRIO DA CULTURA,42101 - MINISTÉRIO DA CULTURA,13.392.2027.14U2.0017,13 - CULTURA,392 - DIFUSÃO CULTURAL,"2027 - CULTURA: PRESERVAÇÃO, PROMOÇÃO E ACESSO","14U2 - IMPLANTAÇÃO, INSTALAÇÃO E MODERNIZAÇÃO DE ESPAÇOS E EQUIPAMENTOS CULTURAIS",0017 - NO ESTADO DO TOCANTINS,F,4,40,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,0,0,0,0,0,0,1000000,0,2027,"CULTURA: PRESERVAÇÃO, PROMOÇÃO E ACESSO",14U2,"0000 - IMPLANTACAO, INSTALACAO E MODERNIZACAO DE ESPACOS E EQUIPAMENTOS CULTURAIS - DESPESAS DIVERSAS",035H,"0787- IMPLANTAR, AMPLIAR, MODERNIZAR, RECUPERAR, MANTER, GERIR E ARTICULAR A GESTÃO E O USO DE ESPAÇOS E AMBIENTES DESTINADOS A ATIVIDADES ARTÍSTICAS, CULTURAIS, ESPORTIVAS E DE LAZER",035H-PROGRAMAÇÃO E FUNCIONAMENTO DOS ESPAÇOS E AMBIENTES ARTÍSTICO-CULTURAIS DA UNIÃO
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA CULTURA,42000 - MINISTÉRIO DA CULTURA,MINISTÉRIO DA CULTURA,42101 - MINISTÉRIO DA CULTURA,13.392.2027.20ZF.0017,13 - CULTURA,392 - DIFUSÃO CULTURAL,"2027 - CULTURA: PRESERVAÇÃO, PROMOÇÃO E ACESSO",20ZF - PROMOÇÃO E FOMENTO À CULTURA BRASILEIRA,0017 - NO ESTADO DO TOCANTINS,F,3,40,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,0,0,0,0,0,0,900000,500000,2027,"CULTURA: PRESERVAÇÃO, PROMOÇÃO E ACESSO",20ZF,0000 - PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS,035B,"0786- FOMENTAR A CRIAÇÃO, PRODUÇÃO, DIFUSÃO, INTERCÂMBIO, DISTRIBUIÇÃO, FRUIÇÃO E CONSUMO DE BENS, SERVIÇOS E EXPRESSÕES CULTURAIS NO BRASIL E NO EXTERIOR","035B-FOMENTO À PRODUÇÃO, DIFUSÃO, INTERCÂMBIO, CIRCULAÇÃO DE PROJETOS, ATIVIDADES E EVENTOS ARTÍSTICOS, À FRUIÇÃO CULTURAL E À FORMAÇÃO DE PÚBLICO, GARANTIDA A DIVERSIDADE DE LINGUAGENS, E EXPRESSÕES CULTURAIS; FORTALECIMENTO E  QUALIFICAÇÃO DE EQUIPAMENTOS, PONTOS, REDES, CIRCUITOS E ESPAÇOS CULTURAIS."
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA EDUCAÇÃO,26000 - MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251 - FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,12.364.2032.20GK.0017,12 - EDUCAÇÃO,364 - ENSINO SUPERIOR,"2032 - EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO","20GK - FOMENTO ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO",0017 - NO ESTADO DO TOCANTINS,F,3,90,RECURSOS DEST.A MANUT.E DES.DO ENSINO,112 - RECURSOS DEST.A MANUT.E DES.DO ENSINO,0,0,0,0,0,"58471,28","58471,28","4864,2",2032,"EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",20GK,0000 - VALOR NAO DETALHADO,390,"0803- APOIAR A FORMAÇÃO DE PESSOAL QUALIFICADO EM NÍVEL SUPERIOR PARA FORTALECER O SISTEMA NACIONAL DE EDUCAÇÃO, CONTRIBUINDO PARA A MELHORIA DA EDUCAÇÃO BÁSICA E PARA O FORTALECIMENTO E O CRESCIMENTO DA CIÊNCIA, DA TECNOLOGIA E DA INOVAÇÃO, VISANDO AO DESENVOLVIMENTO SUSTENTÁVEL DO BRASIL.","0390-CONCESSÃO DE BOLSAS, AUXÍLIOS E OUTROS MECANISMOS, NO PAÍS E NO EXTERIOR, PARA A FORMAÇÃO, VALORIZAÇÃO E CAPACITAÇÃO DE RECURSOS HUMANOS E PARA PROMOVER COOPERAÇÃO INTERNACIONAL NO SISTEMA NACIONAL DE PÓS-GRADUAÇÃO, EM ÁREAS DE INTERESSE NACIONAL E REGIONAL, INCLUSIVE FORMAÇÃO DE PROFESSORES, GARANTIDA EQUIDADE ÉTNICO-RACIAL E DE GÊNERO"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA EDUCAÇÃO,26000 - MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251 - FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,12.364.2032.20GK.0017,12 - EDUCAÇÃO,364 - ENSINO SUPERIOR,"2032 - EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO","20GK - FOMENTO ÀS AÇÕES DE GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",0017 - NO ESTADO DO TOCANTINS,F,3,90,RECURSOS DEST.A MANUT.E DES.DO ENSINO,112 - RECURSOS DEST.A MANUT.E DES.DO ENSINO,1000291,1000291,"718540,49","463934,62","411018,74",0,10990,6000,2032,"EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",20GK,0001 - PROEXT,390,"0803- APOIAR A FORMAÇÃO DE PESSOAL QUALIFICADO EM NÍVEL SUPERIOR PARA FORTALECER O SISTEMA NACIONAL DE EDUCAÇÃO, CONTRIBUINDO PARA A MELHORIA DA EDUCAÇÃO BÁSICA E PARA O FORTALECIMENTO E O CRESCIMENTO DA CIÊNCIA, DA TECNOLOGIA E DA INOVAÇÃO, VISANDO AO DESENVOLVIMENTO SUSTENTÁVEL DO BRASIL.","0390-CONCESSÃO DE BOLSAS, AUXÍLIOS E OUTROS MECANISMOS, NO PAÍS E NO EXTERIOR, PARA A FORMAÇÃO, VALORIZAÇÃO E CAPACITAÇÃO DE RECURSOS HUMANOS E PARA PROMOVER COOPERAÇÃO INTERNACIONAL NO SISTEMA NACIONAL DE PÓS-GRADUAÇÃO, EM ÁREAS DE INTERESSE NACIONAL E REGIONAL, INCLUSIVE FORMAÇÃO DE PROFESSORES, GARANTIDA EQUIDADE ÉTNICO-RACIAL E DE GÊNERO"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA EDUCAÇÃO,26000 - MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251 - FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,12.364.2032.20GK.0017,12 - EDUCAÇÃO,364 - ENSINO SUPERIOR,"2032 - EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO","20GK - FOMENTO ÀS AÇÕES DE GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",0017 - NO ESTADO DO TOCANTINS,F,4,90,RECURSOS DEST.A MANUT.E DES.DO ENSINO,112 - RECURSOS DEST.A MANUT.E DES.DO ENSINO,366237,366237,"207550,63","124333,26","92668,89",0,"56288,8","56288,8",2032,"EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",20GK,0001 - PROEXT,390,"0803- APOIAR A FORMAÇÃO DE PESSOAL QUALIFICADO EM NÍVEL SUPERIOR PARA FORTALECER O SISTEMA NACIONAL DE EDUCAÇÃO, CONTRIBUINDO PARA A MELHORIA DA EDUCAÇÃO BÁSICA E PARA O FORTALECIMENTO E O CRESCIMENTO DA CIÊNCIA, DA TECNOLOGIA E DA INOVAÇÃO, VISANDO AO DESENVOLVIMENTO SUSTENTÁVEL DO BRASIL.","0390-CONCESSÃO DE BOLSAS, AUXÍLIOS E OUTROS MECANISMOS, NO PAÍS E NO EXTERIOR, PARA A FORMAÇÃO, VALORIZAÇÃO E CAPACITAÇÃO DE RECURSOS HUMANOS E PARA PROMOVER COOPERAÇÃO INTERNACIONAL NO SISTEMA NACIONAL DE PÓS-GRADUAÇÃO, EM ÁREAS DE INTERESSE NACIONAL E REGIONAL, INCLUSIVE FORMAÇÃO DE PROFESSORES, GARANTIDA EQUIDADE ÉTNICO-RACIAL E DE GÊNERO"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA EDUCAÇÃO,26000 - MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251 - FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,12.364.2032.20GK.0017,12 - EDUCAÇÃO,364 - ENSINO SUPERIOR,"2032 - EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO","20GK - FOMENTO ÀS AÇÕES DE GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",0017 - NO ESTADO DO TOCANTINS,F,4,90,RECURSOS DEST.A MANUT.E DES.DO ENSINO,312 - RECURSOS DEST.A MANUT.E DES.DO ENSINO,0,0,0,0,0,0,472913,472913,2032,"EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",20GK,0000 - VALOR NAO DETALHADO,390,"0803- APOIAR A FORMAÇÃO DE PESSOAL QUALIFICADO EM NÍVEL SUPERIOR PARA FORTALECER O SISTEMA NACIONAL DE EDUCAÇÃO, CONTRIBUINDO PARA A MELHORIA DA EDUCAÇÃO BÁSICA E PARA O FORTALECIMENTO E O CRESCIMENTO DA CIÊNCIA, DA TECNOLOGIA E DA INOVAÇÃO, VISANDO AO DESENVOLVIMENTO SUSTENTÁVEL DO BRASIL.","0390-CONCESSÃO DE BOLSAS, AUXÍLIOS E OUTROS MECANISMOS, NO PAÍS E NO EXTERIOR, PARA A FORMAÇÃO, VALORIZAÇÃO E CAPACITAÇÃO DE RECURSOS HUMANOS E PARA PROMOVER COOPERAÇÃO INTERNACIONAL NO SISTEMA NACIONAL DE PÓS-GRADUAÇÃO, EM ÁREAS DE INTERESSE NACIONAL E REGIONAL, INCLUSIVE FORMAÇÃO DE PROFESSORES, GARANTIDA EQUIDADE ÉTNICO-RACIAL E DE GÊNERO"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA EDUCAÇÃO,26000 - MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251 - FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,12.364.2032.4002.0017,12 - EDUCAÇÃO,364 - ENSINO SUPERIOR,"2032 - EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002 - ASSISTÊNCIA AO ESTUDANTE DE ENSINO SUPERIOR,0017 - NO ESTADO DO TOCANTINS,F,3,90,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,0,0,0,0,0,"15135,37","15135,37",0,2032,"EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002,0000 - NÃO INFORMADO,03GA,"0841- AMPLIAR O ACESSO À EDUCAÇÃO SUPERIOR COM CONDIÇÕES DE PERMANÊNCIA E EQUIDADE POR MEIO, EM ESPECIAL, DA EXPANSÃO DA REDE FEDERAL DE EDUCAÇÃO SUPERIOR, DA CONCESSÃO DE BOLSAS DE ESTUDOS EM INSTITUIÇÕES PRIVADAS PARA ALUNOS DE BAIXA RENDA E DO FINANCIAMENTO ESTUDANTIL, PROMOVENDO O APOIO ÀS INSTITUIÇÕES DE EDUCAÇÃO SUPERIOR, A ELEVAÇÃO DA QUALIDADE ACADÊMICA E A QUALIFICAÇÃO DE RECURSOS HUMANOS.","03GA-AMPLIAÇÃO DO ACESSO, DA PERMANÊNCIA E DA TAXA DE SUCESSO DOS ESTUDANTES NA EDUCAÇÃO SUPERIOR, EM INSTITUIÇÕES PÚBLICAS E PRIVADAS, INCLUSIVE POR MEIO DE FINANCIAMENTO ESTUDANTIL, COM PROMOÇÃO DA ELEVAÇÃO DA EFICIÊNCIA ACADÊMICA, DA QUALIDADE, DA EQUIDADE E DA INCLUSÃO, CONSIDERANDO, INCLUSIVE, ESPECIFICIDADES DAS POPULAÇÕES DO CAMPO, INDÍGENAS, QUILOMBOLAS, AFRODESCENDENTES E DAS PESSOAS COM DEFICIÊNCIA"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA EDUCAÇÃO,26000 - MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251 - FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,12.364.2032.4002.0017,12 - EDUCAÇÃO,364 - ENSINO SUPERIOR,"2032 - EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002 - ASSISTÊNCIA AO ESTUDANTE DE ENSINO SUPERIOR,0017 - NO ESTADO DO TOCANTINS,F,3,90,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,15000,15000,0,0,0,0,0,0,2032,"EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002,0001 - VIVER SEM LIMITE - PROGRAMA INCLUIR,03GA,"0841- AMPLIAR O ACESSO À EDUCAÇÃO SUPERIOR COM CONDIÇÕES DE PERMANÊNCIA E EQUIDADE POR MEIO, EM ESPECIAL, DA EXPANSÃO DA REDE FEDERAL DE EDUCAÇÃO SUPERIOR, DA CONCESSÃO DE BOLSAS DE ESTUDOS EM INSTITUIÇÕES PRIVADAS PARA ALUNOS DE BAIXA RENDA E DO FINANCIAMENTO ESTUDANTIL, PROMOVENDO O APOIO ÀS INSTITUIÇÕES DE EDUCAÇÃO SUPERIOR, A ELEVAÇÃO DA QUALIDADE ACADÊMICA E A QUALIFICAÇÃO DE RECURSOS HUMANOS.","03GA-AMPLIAÇÃO DO ACESSO, DA PERMANÊNCIA E DA TAXA DE SUCESSO DOS ESTUDANTES NA EDUCAÇÃO SUPERIOR, EM INSTITUIÇÕES PÚBLICAS E PRIVADAS, INCLUSIVE POR MEIO DE FINANCIAMENTO ESTUDANTIL, COM PROMOÇÃO DA ELEVAÇÃO DA EFICIÊNCIA ACADÊMICA, DA QUALIDADE, DA EQUIDADE E DA INCLUSÃO, CONSIDERANDO, INCLUSIVE, ESPECIFICIDADES DAS POPULAÇÕES DO CAMPO, INDÍGENAS, QUILOMBOLAS, AFRODESCENDENTES E DAS PESSOAS COM DEFICIÊNCIA"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA EDUCAÇÃO,26000 - MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251 - FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,12.364.2032.4002.0017,12 - EDUCAÇÃO,364 - ENSINO SUPERIOR,"2032 - EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002 - ASSISTÊNCIA AO ESTUDANTE DE ENSINO SUPERIOR,0017 - NO ESTADO DO TOCANTINS,F,3,90,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,3059712,6059712,"5255352,78","3561959,13","3079083,35",0,"1421120,71","1420443,47",2032,"EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002,0002 - ASSISTENCIA AO ESTUDANTE,03GA,"0841- AMPLIAR O ACESSO À EDUCAÇÃO SUPERIOR COM CONDIÇÕES DE PERMANÊNCIA E EQUIDADE POR MEIO, EM ESPECIAL, DA EXPANSÃO DA REDE FEDERAL DE EDUCAÇÃO SUPERIOR, DA CONCESSÃO DE BOLSAS DE ESTUDOS EM INSTITUIÇÕES PRIVADAS PARA ALUNOS DE BAIXA RENDA E DO FINANCIAMENTO ESTUDANTIL, PROMOVENDO O APOIO ÀS INSTITUIÇÕES DE EDUCAÇÃO SUPERIOR, A ELEVAÇÃO DA QUALIDADE ACADÊMICA E A QUALIFICAÇÃO DE RECURSOS HUMANOS.","03GA-AMPLIAÇÃO DO ACESSO, DA PERMANÊNCIA E DA TAXA DE SUCESSO DOS ESTUDANTES NA EDUCAÇÃO SUPERIOR, EM INSTITUIÇÕES PÚBLICAS E PRIVADAS, INCLUSIVE POR MEIO DE FINANCIAMENTO ESTUDANTIL, COM PROMOÇÃO DA ELEVAÇÃO DA EFICIÊNCIA ACADÊMICA, DA QUALIDADE, DA EQUIDADE E DA INCLUSÃO, CONSIDERANDO, INCLUSIVE, ESPECIFICIDADES DAS POPULAÇÕES DO CAMPO, INDÍGENAS, QUILOMBOLAS, AFRODESCENDENTES E DAS PESSOAS COM DEFICIÊNCIA"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA EDUCAÇÃO,26000 - MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251 - FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,12.364.2032.4002.0017,12 - EDUCAÇÃO,364 - ENSINO SUPERIOR,"2032 - EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002 - ASSISTÊNCIA AO ESTUDANTE DE ENSINO SUPERIOR,0017 - NO ESTADO DO TOCANTINS,F,4,90,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,0,0,0,0,0,"228945,36","228945,36",26200,2032,"EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002,0000 - NÃO INFORMADO,03GA,"0841- AMPLIAR O ACESSO À EDUCAÇÃO SUPERIOR COM CONDIÇÕES DE PERMANÊNCIA E EQUIDADE POR MEIO, EM ESPECIAL, DA EXPANSÃO DA REDE FEDERAL DE EDUCAÇÃO SUPERIOR, DA CONCESSÃO DE BOLSAS DE ESTUDOS EM INSTITUIÇÕES PRIVADAS PARA ALUNOS DE BAIXA RENDA E DO FINANCIAMENTO ESTUDANTIL, PROMOVENDO O APOIO ÀS INSTITUIÇÕES DE EDUCAÇÃO SUPERIOR, A ELEVAÇÃO DA QUALIDADE ACADÊMICA E A QUALIFICAÇÃO DE RECURSOS HUMANOS.","03GA-AMPLIAÇÃO DO ACESSO, DA PERMANÊNCIA E DA TAXA DE SUCESSO DOS ESTUDANTES NA EDUCAÇÃO SUPERIOR, EM INSTITUIÇÕES PÚBLICAS E PRIVADAS, INCLUSIVE POR MEIO DE FINANCIAMENTO ESTUDANTIL, COM PROMOÇÃO DA ELEVAÇÃO DA EFICIÊNCIA ACADÊMICA, DA QUALIDADE, DA EQUIDADE E DA INCLUSÃO, CONSIDERANDO, INCLUSIVE, ESPECIFICIDADES DAS POPULAÇÕES DO CAMPO, INDÍGENAS, QUILOMBOLAS, AFRODESCENDENTES E DAS PESSOAS COM DEFICIÊNCIA"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA EDUCAÇÃO,26000 - MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251 - FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,12.364.2032.4002.0017,12 - EDUCAÇÃO,364 - ENSINO SUPERIOR,"2032 - EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002 - ASSISTÊNCIA AO ESTUDANTE DE ENSINO SUPERIOR,0017 - NO ESTADO DO TOCANTINS,F,4,90,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,135389,135389,0,0,0,0,0,0,2032,"EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002,0001 - VIVER SEM LIMITE - PROGRAMA INCLUIR,03GA,"0841- AMPLIAR O ACESSO À EDUCAÇÃO SUPERIOR COM CONDIÇÕES DE PERMANÊNCIA E EQUIDADE POR MEIO, EM ESPECIAL, DA EXPANSÃO DA REDE FEDERAL DE EDUCAÇÃO SUPERIOR, DA CONCESSÃO DE BOLSAS DE ESTUDOS EM INSTITUIÇÕES PRIVADAS PARA ALUNOS DE BAIXA RENDA E DO FINANCIAMENTO ESTUDANTIL, PROMOVENDO O APOIO ÀS INSTITUIÇÕES DE EDUCAÇÃO SUPERIOR, A ELEVAÇÃO DA QUALIDADE ACADÊMICA E A QUALIFICAÇÃO DE RECURSOS HUMANOS.","03GA-AMPLIAÇÃO DO ACESSO, DA PERMANÊNCIA E DA TAXA DE SUCESSO DOS ESTUDANTES NA EDUCAÇÃO SUPERIOR, EM INSTITUIÇÕES PÚBLICAS E PRIVADAS, INCLUSIVE POR MEIO DE FINANCIAMENTO ESTUDANTIL, COM PROMOÇÃO DA ELEVAÇÃO DA EFICIÊNCIA ACADÊMICA, DA QUALIDADE, DA EQUIDADE E DA INCLUSÃO, CONSIDERANDO, INCLUSIVE, ESPECIFICIDADES DAS POPULAÇÕES DO CAMPO, INDÍGENAS, QUILOMBOLAS, AFRODESCENDENTES E DAS PESSOAS COM DEFICIÊNCIA"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),"04 - EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",MINISTÉRIO DA EDUCAÇÃO,26000 - MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251 - FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,12.364.2032.4002.0017,12 - EDUCAÇÃO,364 - ENSINO SUPERIOR,"2032 - EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002 - ASSISTÊNCIA AO ESTUDANTE DE ENSINO SUPERIOR,0017 - NO ESTADO DO TOCANTINS,F,4,90,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,5513090,2513090,"1517606,63","1214332,97","896332,97",0,"1001936,79",814212,2032,"EDUCAÇÃO SUPERIOR - GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO",4002,0002 - ASSISTENCIA AO ESTUDANTE,03GA,"0841- AMPLIAR O ACESSO À EDUCAÇÃO SUPERIOR COM CONDIÇÕES DE PERMANÊNCIA E EQUIDADE POR MEIO, EM ESPECIAL, DA EXPANSÃO DA REDE FEDERAL DE EDUCAÇÃO SUPERIOR, DA CONCESSÃO DE BOLSAS DE ESTUDOS EM INSTITUIÇÕES PRIVADAS PARA ALUNOS DE BAIXA RENDA E DO FINANCIAMENTO ESTUDANTIL, PROMOVENDO O APOIO ÀS INSTITUIÇÕES DE EDUCAÇÃO SUPERIOR, A ELEVAÇÃO DA QUALIDADE ACADÊMICA E A QUALIFICAÇÃO DE RECURSOS HUMANOS.","03GA-AMPLIAÇÃO DO ACESSO, DA PERMANÊNCIA E DA TAXA DE SUCESSO DOS ESTUDANTES NA EDUCAÇÃO SUPERIOR, EM INSTITUIÇÕES PÚBLICAS E PRIVADAS, INCLUSIVE POR MEIO DE FINANCIAMENTO ESTUDANTIL, COM PROMOÇÃO DA ELEVAÇÃO DA EFICIÊNCIA ACADÊMICA, DA QUALIDADE, DA EQUIDADE E DA INCLUSÃO, CONSIDERANDO, INCLUSIVE, ESPECIFICIDADES DAS POPULAÇÕES DO CAMPO, INDÍGENAS, QUILOMBOLAS, AFRODESCENDENTES E DAS PESSOAS COM DEFICIÊNCIA"
